,P,F
-1892,3.662778747315832e-13,8.934229761627381e-12
-1891,3.7902182552517273e-13,9.230223566169521e-12
-1890,3.8758732970370105e-13,9.535514975807829e-12
-1889,3.943753410543354e-13,9.843895381983084e-12
-1888,3.9779859618612726e-13,1.0153690683108033e-11
-1887,4.11217824816972e-13,1.0474243587002567e-11
-1886,4.1488488968174515e-13,1.0800460653503268e-11
-1885,4.266003221319792e-13,1.1132367938619767e-11
-1884,4.580371231699839e-13,1.149666337267832e-11
-1883,4.650876373477751e-13,1.1871858389773891e-11
-1882,4.71548108983431e-13,1.2240282026679215e-11
-1881,4.803869975533707e-13,1.261487138294199e-11
-1880,4.822095572630976e-13,1.2990713850926433e-11
-1879,5.260715887277572e-13,1.3406646480206778e-11
-1878,5.392292412036429e-13,1.3836889798695359e-11
-1877,5.429507860668435e-13,1.426198238258422e-11
-1876,5.525589022703636e-13,1.4691778348519034e-11
-1875,5.640536533823655e-13,1.513094093896508e-11
-1874,5.793596294011126e-13,1.5583431519994205e-11
-1873,6.612296505291892e-13,1.6116938343213797e-11
-1872,6.664291270531377e-13,1.667370342158001e-11
-1871,6.844458011833495e-13,1.720936429053265e-11
-1870,7.205603494284591e-13,1.778382542040341e-11
-1869,7.575301262042168e-13,1.8392962395039923e-11
-1868,7.660423740230131e-13,1.900455766314794e-11
-1867,7.794879621407124e-13,1.9613984602802052e-11
-1866,7.854628154626557e-13,2.02287283069693e-11
-1865,8.165908282912475e-13,2.0869439880004028e-11
-1864,8.335956623026656e-13,2.153069183613051e-11
-1863,8.555859064483925e-13,2.2200241894370033e-11
-1862,8.704802429851555e-13,2.2886304384398e-11
-1861,8.995575168446057e-13,2.3594311078218645e-11
-1860,9.079585202736698e-13,2.4309912678334527e-11
-1859,9.140065804413466e-13,2.5020092956852786e-11
-1858,9.476220858552777e-13,2.576200460444481e-11
-1857,9.582990457602823e-13,2.6518709463042107e-11
-1856,9.69778902600162e-13,2.727484848516287e-11
-1855,9.978336973968225e-13,2.805399311539701e-11
-1854,1.0058766664378426e-12,2.8838388885166494e-11
-1853,1.1875688222270518e-12,2.9799389756833476e-11
-1852,1.1998541209876992e-12,3.082603267388571e-11
-1851,1.211285903249417e-12,3.1775150110386165e-11
-1850,1.283450077807049e-12,3.279470427746578e-11
-1849,1.444062969660967e-12,3.3985845618198035e-11
-1848,1.481745190330468e-12,3.5227307897479016e-11
-1847,1.5005266640646864e-12,3.641998479794359e-11
-1846,1.5214748151119247e-12,3.762014060965106e-11
-1845,1.5470216907887445e-12,3.884125175756158e-11
-1844,1.6126911868186234e-12,4.0123647350047795e-11
-1843,1.6724273458907867e-12,4.144919671165266e-11
-1842,1.6998963789578136e-12,4.2804075562438585e-11
-1841,1.7588733566548888e-12,4.420023617622412e-11
-1840,1.7989010963832838e-12,4.56344969285295e-11
-1839,1.8181653796340173e-12,4.7066785069324014e-11
-1838,1.8454452551483597e-12,4.851701983789154e-11
-1837,1.8715414911198162e-12,4.999177617918569e-11
-1836,1.8996404088444167e-12,5.14888956670474e-11
-1835,1.9389034088869943e-12,5.3014016935067174e-11
-1834,1.972220852842167e-12,5.45702869633981e-11
-1833,1.9904846683201984e-12,5.6134153203562225e-11
-1832,2.028011751099691e-12,5.772713535590141e-11
-1831,2.088963225481257e-12,5.937688682075229e-11
-1830,2.103485916585423e-12,6.104286108467789e-11
-1829,2.4622598664721245e-12,6.304178913646637e-11
-1828,2.634836377343907e-12,6.531351660224091e-11
-1827,2.6671374325853937e-12,6.749411375136613e-11
-1826,2.7216601058709637e-12,6.965224068233352e-11
-1825,2.7731893971401243e-12,7.185885284182715e-11
-1824,2.898684362837764e-12,7.418131252258568e-11
-1823,3.054305838886465e-12,7.662806908692403e-11
-1822,3.112824897353507e-12,7.914468836732886e-11
-1821,3.1516542428712083e-12,8.164892496646711e-11
-1820,3.2959750691869097e-12,8.427763034083661e-11
-1819,3.3602380995357897e-12,8.695543392059091e-11
-1818,3.4311685804077936e-12,8.967936115935131e-11
-1817,3.464103061194564e-12,9.243202352321965e-11
-1816,3.489420830911752e-12,9.518516391904356e-11
-1815,3.6248797260582173e-12,9.806267670712566e-11
-1814,3.732181762820089e-12,1.0106551655982464e-10
-1813,3.822382523537471e-12,1.0411474780875334e-10
-1812,3.879046664309862e-12,1.0720305818451084e-10
-1811,4.048084444320494e-12,1.1042580593809739e-10
-1810,4.095012148072524e-12,1.1371678202696583e-10
-1809,4.117702505500895e-12,1.1696247671244473e-10
-1808,4.527031928774471e-12,1.2060163166433222e-10
-1807,4.6692221117521526e-12,1.2449856382983337e-10
-1806,4.736716243643237e-12,1.2830357548075695e-10
-1805,4.886871428738293e-12,1.3219754626375547e-10
-1804,4.91375628603677e-12,1.3613407613788793e-10
-1803,5.204159227189032e-12,1.4029627542407337e-10
-1802,5.270965681257312e-12,1.445938537119547e-10
-1801,5.308543888281095e-12,1.487903169624264e-10
-1800,5.539797498433067e-12,1.5320632524150724e-10
-1799,5.749737644048362e-12,1.577996173434517e-10
-1798,5.899086935807881e-12,1.6252496538208456e-10
-1797,5.936449230577424e-12,1.6726932526621508e-10
-1796,5.987018487133984e-12,1.7199990798214864e-10
-1795,6.195506836824473e-12,1.7692754764914592e-10
-1794,6.53538847062349e-12,1.8223860390168274e-10
-1793,6.996594562618648e-12,1.8796528680953678e-10
-1792,7.065218182731783e-12,1.93757867940325e-10
-1791,7.294412120250004e-12,1.9958062922091328e-10
-1790,7.412021775948207e-12,2.0553790039669754e-10
-1789,7.509436247782485e-12,2.115146576047941e-10
-1788,7.653770236091348e-12,2.175969199275737e-10
-1787,7.990855633084448e-12,2.2400146212381915e-10
-1786,8.138434598397441e-12,2.3059917598898136e-10
-1785,8.432500998559266e-12,2.373433948543323e-10
-1784,8.539156073856344e-12,2.4419754325788046e-10
-1783,8.65634578643976e-12,2.5106419686867243e-10
-1782,8.833528216263325e-12,2.581049405624569e-10
-1781,8.96935464256677e-12,2.652413840101323e-10
-1780,9.042766405494054e-12,2.724207272935557e-10
-1779,9.456844900906078e-12,2.7996316884207436e-10
-1778,9.577214580052924e-12,2.8763236238410114e-10
-1777,9.676206839640973e-12,2.9529333557686567e-10
-1776,9.855865940201093e-12,3.031130309540015e-10
-1775,9.908106506679393e-12,3.109642662276389e-10
-1774,1.0585586503069914e-11,3.1945074903002356e-10
-1773,1.2515772668053092e-11,3.2999072402029994e-10
-1772,1.2654363358491703e-11,3.4098423055937155e-10
-1771,1.3088166766526135e-11,3.514901816152861e-10
-1770,1.3518412846637327e-11,3.624895273832256e-10
-1769,1.3882041177691623e-11,3.737376784523959e-10
-1768,1.4210222322185594e-11,3.8520612547111453e-10
-1767,1.4505431111802687e-11,3.9686490958338543e-10
-1766,1.4623516675944322e-11,4.086103760055709e-10
-1765,1.5424007623232634e-11,4.2103113509881095e-10
-1764,1.5858457237518485e-11,4.3397239436420863e-10
-1763,1.6177394404307983e-11,4.469380667338888e-10
-1762,1.639621466670364e-11,4.6011009711861183e-10
-1761,1.6770872574559072e-11,4.735549523437172e-10
-1760,1.696832406992564e-11,4.871820587977966e-10
-1759,1.7132943043813798e-11,5.008387034292424e-10
-1758,1.7566706506428214e-11,5.148703559439424e-10
-1757,1.7768427466865107e-11,5.291068789501253e-10
-1756,1.82310970668373e-11,5.436964633855566e-10
-1755,1.8402115163410223e-11,5.584351513554018e-10
-1754,1.854150349033289e-11,5.731816111952814e-10
-1753,2.2850901009919974e-11,5.921983108326337e-10
-1752,2.3353063400929124e-11,6.130875471468154e-10
-1751,2.3644953291461682e-11,6.322459058840641e-10
-1750,2.4616910251082795e-11,6.522149636380201e-10
-1749,2.595577536459999e-11,6.736452727054575e-10
-1748,2.649323476065543e-11,6.955877114210032e-10
-1747,2.6745694413661984e-11,7.172648996097058e-10
-1746,2.694636674726758e-11,7.389300967066163e-10
-1745,2.7555423651472142e-11,7.611412272798099e-10
-1744,2.9162231958662245e-11,7.849281309622632e-10
-1743,3.000024861862128e-11,8.092985411678709e-10
-1742,3.0352082039102e-11,8.3396371495455e-10
-1741,3.0925262635404935e-11,8.589293767970775e-10
-1740,3.128120898775138e-11,8.84192294321897e-10
-1739,3.170068575442743e-11,9.096881221272931e-10
-1738,3.282057756570869e-11,9.362142803380326e-10
-1737,3.315071068773425e-11,9.632255268833408e-10
-1736,3.4006131099745707e-11,9.906881020921807e-10
-1735,3.471332276489711e-11,1.0188073647887793e-09
-1734,3.535505909682933e-11,1.0473964341575708e-09
-1733,3.561632137703306e-11,1.0760976594215656e-09
-1732,3.6890178884574915e-11,1.1058657348353058e-09
-1731,3.827699596630513e-11,1.1372139283501076e-09
-1730,3.8882430050170513e-11,1.1689646739259034e-09
-1729,4.1943622078399535e-11,1.2032346099681331e-09
-1728,4.253108845746969e-11,1.2388458673527935e-09
-1727,4.3138333512174635e-11,1.27370552586945e-09
-1726,4.3829337975405017e-11,1.309101409444496e-09
-1725,4.412645331129504e-11,1.344681586082004e-09
-1724,4.710838653969245e-11,1.3830320720654349e-09
-1723,4.8806326553159434e-11,1.4228853939850218e-09
-1722,4.95829924161802e-11,1.4633575825924492e-09
-1721,5.019408213766771e-11,1.5039291933319463e-09
-1720,5.1157787541031487e-11,1.5452259776154434e-09
-1719,5.177746278344961e-11,1.586902412265966e-09
-1718,5.500069891681973e-11,1.6317298695042388e-09
-1717,5.5477091267917234e-11,1.6777577431378076e-09
-1716,5.651053164101637e-11,1.7233909793797616e-09
-1715,5.925310768413587e-11,1.7718519177498135e-09
-1714,6.146903239168476e-11,1.8226539095789166e-09
-1713,6.23762730248128e-11,1.8736674960298174e-09
-1712,6.332350533221107e-11,1.924928776490273e-09
-1711,6.646346554204901e-11,1.9791445957228274e-09
-1710,6.80618353338916e-11,2.035458207639443e-09
-1709,6.878174195754474e-11,2.0912952806354295e-09
-1708,7.057548260591496e-11,2.1483326398928e-09
-1707,7.249838969193773e-11,2.2075149529743044e-09
-1706,7.431491890292944e-11,2.268275757830651e-09
-1705,7.514158835607218e-11,2.3293005274595413e-09
-1704,7.567376629174016e-11,2.3902739856101137e-09
-1703,7.869747102470731e-11,2.4540682820301975e-09
-1702,8.016962396470042e-11,2.5198207402548966e-09
-1701,8.106776671881384e-11,2.5852681974371e-09
-1700,8.31639887946774e-11,2.6525272027105113e-09
-1699,8.398375230045781e-11,2.7202130354727784e-09
-1698,9.088109744868277e-11,2.794630408940337e-09
-1697,9.167165223323888e-11,2.871765566722825e-09
-1696,9.303306949229166e-11,2.946952755269279e-09
-1695,9.80266880868107e-11,3.0272185861956544e-09
-1694,1.0487076096555915e-10,3.115184582729872e-09
-1693,1.0899032891800142e-10,3.206672844602423e-09
-1692,1.1030684401786398e-10,3.2976082280334123e-09
-1691,1.1210184625813346e-10,3.3887805339510133e-09
-1690,1.1355737443627102e-10,3.4812530005220307e-09
-1689,1.1603429639389552e-10,3.5757242973375106e-09
-1688,1.1987152491552694e-10,3.6731807954269462e-09
-1687,1.2420493429088984e-10,3.775270532895767e-09
-1686,1.2723942315384497e-10,3.880271092729863e-09
-1685,1.303839004673226e-10,3.986846939715867e-09
-1684,1.3201435063646157e-10,4.094411840260368e-09
-1683,1.3346293965315987e-10,4.2025932089065405e-09
-1682,1.3670898890576233e-10,4.313814091819143e-09
-1681,1.387619687476904e-10,4.426765409208744e-09
-1680,1.4080365143763773e-10,4.541047346358657e-09
-1679,1.4286771914490827e-10,4.656949280824554e-09
-1678,1.4469841764650964e-10,4.77427070195332e-09
-1677,1.4689089800984206e-10,4.8933371742502475e-09
-1676,1.5255590929814228e-10,5.017689232918501e-09
-1675,1.534394349219265e-10,5.143687779761713e-09
-1674,1.6775140985650553e-10,5.281575389827634e-09
-1673,1.845735193219425e-10,5.440230534059898e-09
-1672,1.874484465821538e-10,5.600428541694087e-09
-1671,1.9167486707703507e-10,5.757370348079315e-09
-1670,1.9449491330398903e-10,5.917004468460206e-09
-1669,1.9884289766187657e-10,6.079828407817999e-09
-1668,2.0712558719949257e-10,6.249404036215826e-09
-1667,2.12710520948883e-10,6.425342710549229e-09
-1666,2.151763173701599e-10,6.602335682322529e-09
-1665,2.243600065884464e-10,6.786538104476795e-09
-1664,2.291861092197093e-10,6.975527044427707e-09
-1663,2.3229789957023042e-10,7.165317667729085e-09
-1662,2.3438205189702965e-10,7.356629085216557e-09
-1661,2.371628147952927e-10,7.549825896181642e-09
-1660,2.430856516275978e-10,7.748580373343386e-09
-1659,2.47516372171261e-10,7.951851357406941e-09
-1658,2.552151263108191e-10,8.16079233615218e-09
-1657,2.5849195436945436e-10,8.373244169683429e-09
-1656,2.7296458514618795e-10,8.597731601954435e-09
-1655,2.754280886829769e-10,8.827349471552522e-09
-1654,2.770368394081483e-10,9.052507521144191e-09
-1653,3.1506330647466785e-10,9.315193774082122e-09
-1652,3.266284916255464e-10,9.601618976109164e-09
-1651,3.3102862939692044e-10,9.87718601483337e-09
-1650,3.383458984864327e-10,1.0155303968387498e-08
-1649,3.407304531156495e-10,1.0436089100103962e-08
-1648,3.525457548248592e-10,1.072593649420637e-08
-1647,3.570939289919481e-10,1.1022862785648337e-08
-1646,3.6123810603204303e-10,1.1318159615082205e-08
-1645,3.7181703419733396e-10,1.1623966233004051e-08
-1644,3.8730160237439516e-10,1.1943865655908391e-08
-1643,3.9443621961648877e-10,1.2269022451700412e-08
-1642,3.972523383550837e-10,1.2595605434239451e-08
-1641,4.0008149073230915e-10,1.2922496319918371e-08
-1640,4.082873732006152e-10,1.3256868183976428e-08
-1639,4.1893808677125503e-10,1.3603456739617802e-08
-1638,4.4392638218816656e-10,1.3971832828047032e-08
-1637,4.4827512719320966e-10,1.4348426117145928e-08
-1636,4.6081284291231146e-10,1.4727602496541378e-08
-1635,4.678248823974855e-10,1.5114472540449286e-08
-1634,4.746741782336079e-10,1.5504418819707977e-08
-1633,4.799540423883136e-10,1.5898365295680622e-08
-1632,5.072639583598332e-10,1.631759315238508e-08
-1631,5.224863313785004e-10,1.675849817888624e-08
-1630,5.363289630508771e-10,1.7203513700616202e-08
-1629,5.433665774804259e-10,1.765164129219882e-08
-1628,5.508315885575539e-10,1.810353117621962e-08
-1627,5.619608496382298e-10,1.8566173453569422e-08
-1626,5.736763386171484e-10,1.9037755455781014e-08
-1625,5.793043549943251e-10,1.951446624219167e-08
-1624,6.061419320151714e-10,2.0014400284239374e-08
-1623,6.167590547711795e-10,2.052341818357173e-08
-1622,6.235922096302554e-10,2.1034934080319113e-08
-1621,6.318839875777849e-10,2.1552814640854293e-08
-1620,6.355035875651085e-10,2.2073241430721345e-08
-1619,6.509043398893088e-10,2.2607219085887707e-08
-1618,7.259485858591856e-10,2.3217288841938846e-08
-1617,7.348916699297791e-10,2.385510102238307e-08
-1616,7.575592753525728e-10,2.4480950030161374e-08
-1615,7.818683158111918e-10,2.5134542957515236e-08
-1614,8.027651541062969e-10,2.5804057222028126e-08
-1613,8.130433054569337e-10,2.6478836931113788e-08
-1612,8.278486671861902e-10,2.7160744785151756e-08
-1611,8.557482461564418e-10,2.7871981761069466e-08
-1610,8.917781592551678e-10,2.86196718616991e-08
-1609,9.085775931947238e-10,2.93781869717618e-08
-1608,9.29445978969185e-10,3.0144986519349475e-08
-1607,9.43065872900468e-10,3.0927335536363544e-08
-1606,9.689219996596934e-10,3.17298922880612e-08
-1605,9.777496066917755e-10,3.254154130136927e-08
-1604,9.86595309738797e-10,3.3351538490960815e-08
-1603,1.0102608223420808e-09,3.4183935442898916e-08
-1602,1.0266527689577964e-09,3.503140859023132e-08
-1601,1.0480204668570304e-09,3.5896068027319805e-08
-1600,1.056839652509501e-09,3.6768050015021916e-08
-1599,1.0651899618193847e-09,3.764224899571137e-08
-1598,1.2276014102823135e-09,3.8677237363561916e-08
-1597,1.2502717557395916e-09,3.978947601006547e-08
-1596,1.2806485578476904e-09,4.085564033285487e-08
-1595,1.329853974473613e-09,4.19704003242361e-08
-1594,1.387004859936222e-09,4.3143791056379163e-08
-1593,1.4033676802206507e-09,4.432900977709641e-08
-1592,1.4174323543299607e-09,4.5504630920303114e-08
-1591,1.4283069147492487e-09,4.668709687545627e-08
-1590,1.454783635558965e-09,4.7892041097871526e-08
-1589,1.5119659058421492e-09,4.9156105499764405e-08
-1588,1.562172465567249e-09,5.0456161012553426e-08
-1587,1.5902338525519872e-09,5.1787853211071045e-08
-1586,1.6171236896185905e-09,5.313465766323797e-08
-1585,1.6340163954868259e-09,5.4491391072324574e-08
-1584,1.6547714387452475e-09,5.585972216386469e-08
-1583,1.6889912271752275e-09,5.7260468591993314e-08
-1582,1.719956172653876e-09,5.869369295814661e-08
-1581,1.7565654665958934e-09,6.015411862110484e-08
-1580,1.7877037249113222e-09,6.164045048065994e-08
-1579,1.8181998338202783e-09,6.315064145842923e-08
-1578,1.8330000607873112e-09,6.466997906351908e-08
-1577,1.8860514679390376e-09,6.623478381326923e-08
-1576,2.008733205697353e-09,6.792764063229444e-08
-1575,2.0293948049476895e-09,6.965655305641484e-08
-1574,2.1544028811842537e-09,7.145571392157193e-08
-1573,2.1886520842314793e-09,7.332575957349871e-08
-1572,2.2230762929212578e-09,7.51761632299613e-08
-1571,2.251504106958901e-09,7.704898031655353e-08
-1570,2.2763919506584284e-09,7.893680098572655e-08
-1569,2.3737183990802515e-09,8.091902809376498e-08
-1568,2.4717043010646284e-09,8.298400378999656e-08
-1567,2.5318013307185724e-09,8.511534049431838e-08
-1566,2.5616044077230087e-09,8.725474264208218e-08
-1565,2.6033785370863724e-09,8.942041888412874e-08
-1564,2.629769683942211e-09,9.160029970890395e-08
-1563,2.6960614087386775e-09,9.384383539983837e-08
-1562,2.720055033580366e-09,9.611897616093232e-08
-1561,2.762835288884841e-09,9.841300466792398e-08
-1560,2.866568888818632e-09,1.0081138294922154e-07
-1559,2.9444765963849352e-09,1.0329520055650563e-07
-1558,3.00370655087487e-09,1.0580795518195056e-07
-1557,3.0441599448827563e-09,1.0834904940613298e-07
-1556,3.321778487568289e-09,1.1115185593386114e-07
-1555,3.374903599673186e-09,1.1408149172229997e-07
-1554,3.3999976931499167e-09,1.1691195824757619e-07
-1553,3.489777327091966e-09,1.1981851335017695e-07
-1552,3.6079269608091726e-09,1.228552515089031e-07
-1551,3.669817764769214e-09,1.259537948968614e-07
-1550,3.7156694409970523e-09,1.290528804827448e-07
-1549,3.744116048296739e-09,1.3216660556546002e-07
-1548,3.863890368406465e-09,1.3538792989541878e-07
-1547,3.959151557613684e-09,1.3872588790356174e-07
-1546,4.018484877554577e-09,1.420699463456972e-07
-1545,4.1023879168786805e-09,1.4549475315262686e-07
-1544,4.1502651985619325e-09,1.489453924422775e-07
-1543,4.28163752193193e-09,1.5252264517278607e-07
-1542,4.3177245888831914e-09,1.5615761937960262e-07
-1541,4.3895989838595534e-09,1.5980756657519364e-07
-1540,4.563435668725134e-09,1.6363899101378895e-07
-1539,4.735545951667521e-09,1.6767049368037695e-07
-1538,4.952728953996092e-09,1.7186744951480516e-07
-1537,5.014564161902844e-09,1.7612638263855456e-07
-1536,5.09418567138404e-09,1.803856641881799e-07
-1535,5.159590163422945e-09,1.8470584446313292e-07
-1534,5.244367897919974e-09,1.890889802020734e-07
-1533,5.369282177475035e-09,1.9357666587438922e-07
-1532,5.6429674636576825e-09,1.983334584774495e-07
-1531,5.742130627680581e-09,2.0323749958194133e-07
-1530,5.879259519644096e-09,2.0816053115971e-07
-1529,5.959206151091155e-09,2.1315466425176628e-07
-1528,6.016387201017045e-09,2.181716627639628e-07
-1527,6.209831591865258e-09,2.2337306772976354e-07
-1526,6.330535600473374e-09,2.2867497671865258e-07
-1525,6.4157211712811194e-09,2.340473262423806e-07
-1524,6.494512412595258e-09,2.3946747548019294e-07
-1523,6.590560644075731e-09,2.449687445686776e-07
-1522,6.669477871792985e-09,2.5052820785528767e-07
-1521,6.886840375702925e-09,2.5629092016690004e-07
-1520,6.929293681665867e-09,2.621308866734185e-07
-1519,7.2205285549618735e-09,2.6817447495515906e-07
-1518,7.902845915043342e-09,2.7496799868856454e-07
-1517,8.042532069700665e-09,2.8200198295557726e-07
-1516,8.238889963778141e-09,2.8893687851012035e-07
-1515,8.338127541265651e-09,2.9597421607009623e-07
-1514,8.49027948783208e-09,3.030991394336987e-07
-1513,8.733310402770085e-09,3.1044297937781785e-07
-1512,8.958564683117842e-09,3.1799933678975906e-07
-1511,9.079260529943558e-09,3.256726033005858e-07
-1510,9.441718279928458e-09,3.33629753012386e-07
-1509,9.629173913934882e-09,3.417917118439717e-07
-1508,9.745099052326096e-09,3.499644911363352e-07
-1507,9.836449578270633e-09,3.5821137012495633e-07
-1506,1.002440204772469e-08,3.666181068274292e-07
-1505,1.0192392645317686e-08,3.7520250538847123e-07
-1504,1.033118983873706e-08,3.8387046218998106e-07
-1503,1.0655807479453852e-08,3.928200087803114e-07
-1502,1.0777293529335264e-08,4.0190234572383217e-07
-1501,1.1314606417495473e-08,4.1144385546870684e-07
-1500,1.1405855233048152e-08,4.21184838374379e-07
-1499,1.1488166771588882e-08,4.3078465569009494e-07
-1498,1.2970535820710368e-08,4.4185953016092446e-07
-1497,1.340371552115756e-08,4.5387487922127687e-07
-1496,1.3694857073268006e-08,4.655733646442612e-07
-1495,1.389993803346501e-08,4.773575403364533e-07
-1494,1.4039586597921106e-08,4.892142585978619e-07
-1493,1.430235340773227e-08,5.012826099239344e-07
-1492,1.446472788738285e-08,5.135325139660608e-07
-1491,1.4689430114104367e-08,5.258826605257389e-07
-1490,1.5058029572769255e-08,5.386140545092815e-07
-1489,1.5611260343180372e-08,5.518883802734707e-07
-1488,1.5911594427524746e-08,5.653394833563842e-07
-1487,1.6065290168043768e-08,5.789219318291859e-07
-1486,1.6175524171521835e-08,5.925269812199884e-07
-1485,1.6402996410071745e-08,6.063275203314613e-07
-1484,1.669720295609982e-08,6.204321878007451e-07
-1483,1.7400849341145246e-08,6.351674687619101e-07
-1482,1.7574467822952508e-08,6.501917536174408e-07
-1481,1.8009334320024532e-08,6.654045534061076e-07
-1480,1.8276840068696646e-08,6.809020036081073e-07
-1479,1.8590626977078466e-08,6.965991166525242e-07
-1478,1.8720557754668806e-08,7.124059576449501e-07
-1477,1.969574801153458e-08,7.290812941627478e-07
-1476,2.0778488710322868e-08,7.47095446894488e-07
-1475,2.11668585038576e-08,7.653663882698679e-07
-1474,2.150945973996805e-08,7.835496362692339e-07
-1473,2.1786548993783798e-08,8.019773376569034e-07
-1472,2.2147633393323074e-08,8.207003267849549e-07
-1471,2.2652464210207113e-08,8.398347429218456e-07
-1470,2.3007654145998638e-08,8.593297491382338e-07
-1469,2.387100173888021e-08,8.796146554886015e-07
-1468,2.44441140147532e-08,9.003277725750091e-07
-1467,2.4767092819401398e-08,9.213108982149398e-07
-1466,2.502444931959813e-08,9.424118964966347e-07
-1465,2.5187046783800165e-08,9.636475288659608e-07
-1464,2.544933137377417e-08,9.850858797107176e-07
-1463,2.6887977574638773e-08,1.0079322356480055e-06
-1462,2.7220138625652644e-08,1.0314873285991176e-06
-1461,2.801211739673662e-08,1.0552233336283696e-06
-1460,2.8837330375446922e-08,1.079906103806497e-06
-1459,2.964840731605543e-08,1.1052639274299748e-06
-1458,2.9895719659814656e-08,1.130733179692193e-06
-1457,3.0310165559318124e-08,1.1563178589885129e-06
-1456,3.260655575796092e-08,1.1842575592893271e-06
-1455,3.363084309570722e-08,1.213777514927782e-06
-1454,3.405402778216872e-08,1.242837553419565e-06
-1453,3.4800069905421734e-08,1.2723380717230614e-06
-1452,3.5283259247659946e-08,1.302398509293858e-06
-1451,3.615114652303256e-08,1.33316530125481e-06
-1450,3.6458569841455607e-08,1.3642580486131552e-06
-1449,3.6818640513824365e-08,1.3953573419057056e-06
-1448,3.759507541557963e-08,1.4272203174443336e-06
-1447,3.848313500680392e-08,1.459908980381163e-06
-1446,3.914862660124605e-08,1.4931113914607771e-06
-1445,3.944914735972697e-08,1.5265848356505553e-06
-1444,3.973005509804676e-08,1.5601386922396873e-06
-1443,4.262589248223629e-08,1.5965364973851383e-06
-1442,4.32756013512564e-08,1.634564341109069e-06
-1441,4.477124659593039e-08,1.672729066015344e-06
-1440,4.6296876209746614e-08,1.7126544243929974e-06
-1439,4.7707136973216864e-08,1.7538735883940846e-06
-1438,4.8201239561787306e-08,1.795289078982016e-06
-1437,4.87348048382824e-08,1.8367094836361318e-06
-1436,4.9076253832449594e-08,1.8784151487444272e-06
-1435,5.010840680643195e-08,1.9209875762803e-06
-1434,5.146533665016057e-08,1.9650985163078306e-06
-1433,5.306955438572874e-08,2.0103692226197492e-06
-1432,5.4140452761175873e-08,2.0567580808587355e-06
-1431,5.492868547449977e-08,2.1036995682742413e-06
-1430,5.5549070134262225e-08,2.1509638714229394e-06
-1429,5.6377855821875785e-08,2.1988298579080695e-06
-1428,5.7096646532409446e-08,2.247391270042581e-06
-1427,5.876546769496901e-08,2.297513184359111e-06
-1426,5.985153650481816e-08,2.3485571667495688e-06
-1425,6.069123678942853e-08,2.4002613529484733e-06
-1424,6.153648205700699e-08,2.4525862849320495e-06
-1423,6.207094677058656e-08,2.5053300661002984e-06
-1422,6.326016269220201e-08,2.5591110691504254e-06
-1421,6.773324465777883e-08,2.617368234514018e-06
-1420,6.832644597309363e-08,2.6772462135824345e-06
-1419,7.109539747063862e-08,2.737895136781097e-06
-1418,7.262452992123158e-08,2.800893528365432e-06
-1417,7.389128437295117e-08,2.864173725927084e-06
-1416,7.460043199768686e-08,2.9278821983987323e-06
-1415,7.566126943358117e-08,2.992216953054275e-06
-1414,7.785117593984891e-08,3.0588622773451036e-06
-1413,8.097714213898488e-08,3.128240656469221e-06
-1412,8.308818981382885e-08,3.1998211251025644e-06
-1411,8.422704968874058e-08,3.2720684082185812e-06
-1410,8.548505336732833e-08,3.34510975314465e-06
-1409,8.652265483733596e-08,3.4188762703429735e-06
-1408,8.748196180509475e-08,3.493463868107984e-06
-1407,8.833017035341689e-08,3.568674083341745e-06
-1406,8.965779682291224e-08,3.645048838749774e-06
-1405,9.189109380465739e-08,3.7235964384080495e-06
-1404,9.375552705154765e-08,3.8040522622615913e-06
-1403,9.580019407009863e-08,3.885966882812337e-06
-1402,9.69643040074113e-08,3.969015412614607e-06
-1401,1.0690929563372042e-07,4.0614400070492115e-06
-1400,1.0822562679780404e-07,4.158242155047299e-06
-1399,1.0927802926549894e-07,4.2515195502840515e-06
-1398,1.1265810478584633e-07,4.3480696153162435e-06
-1397,1.1637905300330512e-07,4.448866058368629e-06
-1396,1.1772982747804944e-07,4.550809915381144e-06
-1395,1.192208894850565e-07,4.652709361844508e-06
-1394,1.2016188830239596e-07,4.755420176384394e-06
-1393,1.2274951227576152e-07,4.860306589889545e-06
-1392,1.2590134642585671e-07,4.968794568908186e-06
-1391,1.2849632435015805e-07,5.078628450586476e-06
-1390,1.3095043830380845e-07,5.19111426465713e-06
-1389,1.3263211499838078e-07,5.304711705302932e-06
-1388,1.3425967669266408e-07,5.419559201087203e-06
-1387,1.3558752054957966e-07,5.5354304039127795e-06
-1386,1.376595858714005e-07,5.652973093355967e-06
-1385,1.411086757524545e-07,5.774109854516341e-06
-1384,1.445444251059261e-07,5.8989805774374425e-06
-1383,1.5063396077054927e-07,6.02877234968155e-06
-1382,1.5259812868248977e-07,6.161299668530622e-06
-1381,1.5476194439551857e-07,6.2939758459471105e-06
-1380,1.5691235879168532e-07,6.4286410062823775e-06
-1379,1.6051752118064957e-07,6.566385657696552e-06
-1378,1.6284672909937502e-07,6.706541129433133e-06
-1377,1.7136680735602308e-07,6.854080145024053e-06
-1376,1.7385342932134594e-07,7.006426606507897e-06
-1375,1.77486463127579e-07,7.158626279400344e-06
-1374,1.7985358052973692e-07,7.313045826136423e-06
-1373,1.8167029301119342e-07,7.468482557726704e-06
